"customer_number","order_number","product_code","quantity_ordered","price_each","order_line_number","order_date","required_date","shipped_date","status","comments","customer_name","contact_last_name","contact_first_name","city","state","country","sales_rep_employee_number","credit_limit","customer_location"
"121","10103","S24_2300","36","107.34","1","2003-01-29","2003-02-07","2003-02-02","Shipped","","Baane Mini Imports","Bergulfsen","Jonas ","Stavern","","Norway","1504","81700.0","b""\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x12\xd4\x95t9\x12$@dB'\xdf\xc7\x7fM@"""
"121","10103","S24_4258","25","88.62","15","2003-01-29","2003-02-07","2003-02-02","Shipped","","Baane Mini Imports","Bergulfsen","Jonas ","Stavern","","Norway","1504","81700.0","b""\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x12\xd4\x95t9\x12$@dB'\xdf\xc7\x7fM@"""
"121","10103","S32_1268","31","92.46","3","2003-01-29","2003-02-07","2003-02-02","Shipped","","Baane Mini Imports","Bergulfsen","Jonas ","Stavern","","Norway","1504","81700.0","b""\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x12\xd4\x95t9\x12$@dB'\xdf\xc7\x7fM@"""
"121","10103","S32_3522","45","63.35","7","2003-01-29","2003-02-07","2003-02-02","Shipped","","Baane Mini Imports","Bergulfsen","Jonas ","Stavern","","Norway","1504","81700.0","b""\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x12\xd4\x95t9\x12$@dB'\xdf\xc7\x7fM@"""
"121","10103","S700_2824","42","94.07","6","2003-01-29","2003-02-07","2003-02-02","Shipped","","Baane Mini Imports","Bergulfsen","Jonas ","Stavern","","Norway","1504","81700.0","b""\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x12\xd4\x95t9\x12$@dB'\xdf\xc7\x7fM@"""
"141","10104","S12_3148","34","131.44","1","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S12_4473","41","111.39","9","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S18_2238","24","135.9","8","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S18_2319","29","122.73","12","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S18_3232","23","165.95","13","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S18_4027","38","119.2","3","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S24_1444","35","52.02","6","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S24_2840","44","30.41","10","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S24_4048","26","106.45","5","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S32_2509","35","51.95","11","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S32_3207","49","56.55","4","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S50_1392","33","114.59","7","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10104","S50_1514","32","53.31","2","2003-01-31","2003-02-09","2003-02-01","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"145","10105","S10_4757","50","127.84","2","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S12_1108","41","205.72","15","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S12_3891","29","141.88","14","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S18_3140","22","136.59","11","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S18_3259","38","87.73","13","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S18_4522","41","75.48","10","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S24_2011","43","117.97","9","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S24_3151","44","73.46","4","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S24_3816","50","75.47","1","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S700_1138","41","54.0","5","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S700_1938","29","86.61","12","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S700_2610","31","60.72","3","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S700_3505","39","92.16","6","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S700_3962","22","99.31","7","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"145","10105","S72_3212","25","44.77","8","2003-02-11","2003-02-21","2003-02-12","Shipped","","Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn","","Denmark","1401","83400.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x92 \\\x01\x85*)@b\xf9\xf3m\xc1\xd8K@'"
"278","10106","S18_1662","36","134.04","12","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S18_2581","34","81.1","2","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S18_3029","41","80.86","18","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S18_3856","41","94.22","17","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S24_1785","28","107.23","4","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S24_2841","49","65.77","13","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S24_3420","31","55.89","14","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S24_3949","50","55.96","11","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S24_4278","26","71.0","3","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S32_4289","33","65.35","5","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S50_1341","39","35.78","6","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S700_1691","31","91.34","7","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S700_2047","30","85.09","16","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S700_2466","34","99.72","9","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S700_2834","32","113.9","1","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S700_3167","44","76.0","8","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S700_4002","48","70.33","10","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"278","10106","S72_1253","48","43.7","15","2003-02-17","2003-02-24","2003-02-21","Shipped","","Rovelli Gifts","Rovelli","Giovanni ","Bergamo","","Italy","1401","119600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00.\xba\xab\r\x04W#@\r\xf3/\x93\xf2\xd8F@'"
"131","10107","S10_1678","30","81.35","2","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S10_2016","39","105.86","5","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S10_4698","27","172.36","4","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S12_2823","21","122.0","1","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S18_2625","29","52.7","6","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S24_1578","25","96.92","3","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S24_2000","38","73.12","7","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"131","10107","S32_1374","20","88.9","8","2003-02-24","2003-03-03","2003-02-26","Shipped","Difficult to negotiate with customer. We need more marketing materials","Land of Toys Inc.","Lee","Kwai","NYC","NY","USA","1323","114900.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf8I\xff\xdca\x80R\xc0,\xe7\x9c\xe9o[D@'"
"385","10108","S12_1099","33","165.38","6","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
"385","10108","S12_3380","45","96.3","4","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
"385","10108","S12_3990","39","75.81","7","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
"385","10108","S12_4675","36","107.1","3","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
"385","10108","S18_1889","38","67.76","2","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
"385","10108","S18_3278","26","73.17","9","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
"385","10108","S18_3482","29","132.29","8","2003-03-03","2003-03-12","2003-03-08","Shipped","","Cruz & Sons Co.","Cruz","Arnold","Makati City","","Philippines","1621","81500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x89W\xfe!""B^@\x9a\x99\x99\x99\x99\x19-@'"
